=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.11.16 15:19:50 =~=~=~=~=~=~=~=~=~=~=~=
 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8223, 0.004273, 6.935167, 0.000000 
8223, 0.004273, 6.935167, 0.000000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8223, 0.004273, 6.935167, 0.000000 
8223, 0.004273, 6.935167, 0.000000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8226, 0.004680, 7.257904, 0.431250 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
8231, 0.005358, 7.766051, 1.150000 
